pendidikan,sektor,periode,gaji,pendidikan_encoded,"sektor_A Pertanian, Kehutanan dan Perikanan",sektor_B Pertambangan dan Penggalian,sektor_C Industri Pengolahan,sektor_D Pengadaan Listrik dan Gas,"sektor_E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",sektor_F Konstruksi,"sektor_G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",sektor_H Transportasi dan Pergudangan,sektor_I Penyediaan Akomodasi dan Makan Minum,sektor_J Informasi dan Komunikasi,sektor_K Jasa Keuangan dan Asuransi,sektor_L Real Estate,"sektor_M,N Jasa Perusahaan","sektor_O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",sektor_P Jasa Pendidikan,sektor_Q Jasa Kesehatan dan Kegiatan Sosial,"sektor_R,S,T,U Jasa Lainnya",sektor_Total,periode_encoded
Sekolah Menengah Atas (Umum),D Pengadaan Listrik dan Gas,Agustus,3832961.01,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Umum),"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Februari,2951532.24,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Umum),"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Agustus,3321295.82,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Umum),F Konstruksi,Februari,3040422.34,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Umum),F Konstruksi,Agustus,3279364.07,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Umum),"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",Februari,2562454.73,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Umum),"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",Agustus,2810541.25,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Umum),H Transportasi dan Pergudangan,Februari,3707055.66,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Umum),H Transportasi dan Pergudangan,Agustus,3861445.99,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Umum),I Penyediaan Akomodasi dan Makan Minum,Februari,2213045.41,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Umum),I Penyediaan Akomodasi dan Makan Minum,Agustus,2414398.78,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Umum),J Informasi dan Komunikasi,Februari,2567799.85,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Umum),J Informasi dan Komunikasi,Agustus,3011019.5,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Umum),K Jasa Keuangan dan Asuransi,Februari,3134687.65,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Umum),K Jasa Keuangan dan Asuransi,Agustus,3771763.29,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Umum),L Real Estate,Februari,3868895.45,4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
Sekolah Menengah Atas (Umum),L Real Estate,Agustus,4062561.41,4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
Sekolah Menengah Atas (Umum),"M,N Jasa Perusahaan",Februari,3023592.5,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
Sekolah Menengah Atas (Umum),"M,N Jasa Perusahaan",Agustus,3489521.27,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
Sekolah Menengah Atas (Umum),"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Februari,3020728.98,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Sekolah Menengah Atas (Umum),"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Agustus,3462313.98,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
Sekolah Menengah Atas (Umum),P Jasa Pendidikan,Februari,1337912.84,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
Sekolah Menengah Atas (Umum),P Jasa Pendidikan,Agustus,1399808.88,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Sekolah Menengah Atas (Umum),Q Jasa Kesehatan dan Kegiatan Sosial,Februari,2782391.3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Sekolah Menengah Atas (Umum),Q Jasa Kesehatan dan Kegiatan Sosial,Agustus,2490920.77,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Sekolah Menengah Atas (Umum),"R,S,T,U Jasa Lainnya",Februari,2490920.77,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
Sekolah Menengah Atas (Umum),"R,S,T,U Jasa Lainnya",Agustus,2307631.77,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Sekolah Menengah Atas (Umum),Total,Februari,2842748.7,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
Sekolah Menengah Atas (Umum),Total,Agustus,3092781.11,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Sekolah Menengah Atas (Kejuruan),"A Pertanian, Kehutanan dan Perikanan",Februari,2744768.02,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Kejuruan),"A Pertanian, Kehutanan dan Perikanan",Agustus,2613052.35,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Kejuruan),B Pertambangan dan Penggalian,Februari,5606448.61,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Kejuruan),B Pertambangan dan Penggalian,Agustus,5981142.32,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Kejuruan),C Industri Pengolahan,Februari,3346639.96,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Kejuruan),C Industri Pengolahan,Agustus,3367873.45,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Kejuruan),D Pengadaan Listrik dan Gas,Februari,3986633.69,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Kejuruan),D Pengadaan Listrik dan Gas,Agustus,3851584.88,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Kejuruan),"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Februari,2317313.6,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Kejuruan),"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Agustus,3035652.02,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Kejuruan),F Konstruksi,Februari,3032947.18,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Kejuruan),F Konstruksi,Agustus,3464363.14,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Kejuruan),"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",Februari,2535395.22,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Kejuruan),"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",Agustus,2774714.38,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Kejuruan),H Transportasi dan Pergudangan,Februari,3373453.04,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Kejuruan),H Transportasi dan Pergudangan,Agustus,3884825.64,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Kejuruan),I Penyediaan Akomodasi dan Makan Minum,Februari,2361221.17,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Kejuruan),I Penyediaan Akomodasi dan Makan Minum,Agustus,2498297.55,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Kejuruan),J Informasi dan Komunikasi,Februari,2680047.53,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Kejuruan),J Informasi dan Komunikasi,Agustus,3391335.28,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Kejuruan),K Jasa Keuangan dan Asuransi,Februari,3304027.97,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
Sekolah Menengah Atas (Kejuruan),K Jasa Keuangan dan Asuransi,Agustus,3265349.2,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
Sekolah Menengah Atas (Kejuruan),L Real Estate,Februari,4188181.2,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
Sekolah Menengah Atas (Kejuruan),L Real Estate,Agustus,3605919.12,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
Sekolah Menengah Atas (Kejuruan),"M,N Jasa Perusahaan",Februari,2847142.89,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
Sekolah Menengah Atas (Kejuruan),"M,N Jasa Perusahaan",Agustus,3360968.36,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
Sekolah Menengah Atas (Kejuruan),"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Februari,2760022.84,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Sekolah Menengah Atas (Kejuruan),"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Agustus,3168050.45,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
Sekolah Menengah Atas (Kejuruan),P Jasa Pendidikan,Februari,1748587.71,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
Sekolah Menengah Atas (Kejuruan),P Jasa Pendidikan,Agustus,1682660.74,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Sekolah Menengah Atas (Kejuruan),Q Jasa Kesehatan dan Kegiatan Sosial,Februari,2538477.78,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Sekolah Menengah Atas (Kejuruan),Q Jasa Kesehatan dan Kegiatan Sosial,Agustus,2581422.72,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Sekolah Menengah Atas (Kejuruan),"R,S,T,U Jasa Lainnya",Februari,2581422.72,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
Sekolah Menengah Atas (Kejuruan),"R,S,T,U Jasa Lainnya",Agustus,2215755.89,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Sekolah Menengah Atas (Kejuruan),Total,Februari,2891947.86,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
Sekolah Menengah Atas (Kejuruan),Total,Agustus,3091620.6,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Diploma I/II/III/Akademi,"A Pertanian, Kehutanan dan Perikanan",Februari,2707464.4,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Diploma I/II/III/Akademi,"A Pertanian, Kehutanan dan Perikanan",Agustus,4508693.99,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Diploma I/II/III/Akademi,B Pertambangan dan Penggalian,Februari,7478925.68,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Diploma I/II/III/Akademi,B Pertambangan dan Penggalian,Agustus,9671400.44,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Diploma I/II/III/Akademi,C Industri Pengolahan,Februari,5050486.85,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Diploma I/II/III/Akademi,C Industri Pengolahan,Agustus,6051207.26,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Diploma I/II/III/Akademi,D Pengadaan Listrik dan Gas,Februari,5896031.7,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Diploma I/II/III/Akademi,D Pengadaan Listrik dan Gas,Agustus,6976905.5,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Diploma I/II/III/Akademi,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Februari,3251326.41,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Diploma I/II/III/Akademi,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Agustus,4782703.24,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Diploma I/II/III/Akademi,F Konstruksi,Februari,5534724.4,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Diploma I/II/III/Akademi,F Konstruksi,Agustus,6929918.07,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Diploma I/II/III/Akademi,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",Februari,4250995.98,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Diploma I/II/III/Akademi,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",Agustus,4323627.2,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
Diploma I/II/III/Akademi,H Transportasi dan Pergudangan,Februari,7597623.22,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Diploma I/II/III/Akademi,H Transportasi dan Pergudangan,Agustus,7386235.86,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
Diploma I/II/III/Akademi,I Penyediaan Akomodasi dan Makan Minum,Februari,4591296.27,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
Diploma I/II/III/Akademi,I Penyediaan Akomodasi dan Makan Minum,Agustus,4993308.24,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
Diploma I/II/III/Akademi,J Informasi dan Komunikasi,Februari,5574375.01,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
Diploma I/II/III/Akademi,J Informasi dan Komunikasi,Agustus,5721567.16,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
Diploma I/II/III/Akademi,K Jasa Keuangan dan Asuransi,Februari,5530043.83,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
Diploma I/II/III/Akademi,K Jasa Keuangan dan Asuransi,Agustus,5046207.02,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
Diploma I/II/III/Akademi,L Real Estate,Februari,6117124.29,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
Diploma I/II/III/Akademi,L Real Estate,Agustus,4987485.6,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
Diploma I/II/III/Akademi,"M,N Jasa Perusahaan",Februari,4760106.02,6,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
Diploma I/II/III/Akademi,"M,N Jasa Perusahaan",Agustus,4906010.09,6,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
Diploma I/II/III/Akademi,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Februari,3398162.23,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Diploma I/II/III/Akademi,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Agustus,3632864.83,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
Diploma I/II/III/Akademi,P Jasa Pendidikan,Februari,2202463.45,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
Diploma I/II/III/Akademi,P Jasa Pendidikan,Agustus,2290981.99,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Diploma I/II/III/Akademi,Q Jasa Kesehatan dan Kegiatan Sosial,Februari,2911095.85,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Diploma I/II/III/Akademi,Q Jasa Kesehatan dan Kegiatan Sosial,Agustus,3250905.93,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Diploma I/II/III/Akademi,"R,S,T,U Jasa Lainnya",Februari,3250905.93,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
Diploma I/II/III/Akademi,"R,S,T,U Jasa Lainnya",Agustus,2891994.29,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Diploma I/II/III/Akademi,Total,Februari,3868554.76,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
Diploma I/II/III/Akademi,Total,Agustus,4254733.2,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Universitas,"A Pertanian, Kehutanan dan Perikanan",Februari,5582834.59,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Universitas,"A Pertanian, Kehutanan dan Perikanan",Agustus,5034385.08,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Universitas,B Pertambangan dan Penggalian,Februari,11203714.6,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Universitas,B Pertambangan dan Penggalian,Agustus,9781520.7,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Universitas,C Industri Pengolahan,Februari,7119720.59,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Universitas,C Industri Pengolahan,Agustus,7236055.63,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Universitas,D Pengadaan Listrik dan Gas,Februari,10311522.12,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Universitas,D Pengadaan Listrik dan Gas,Agustus,8333802.85,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Universitas,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Februari,6794183.3,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Universitas,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Agustus,5298287.16,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Universitas,F Konstruksi,Februari,6229356.37,7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Universitas,F Konstruksi,Agustus,7456975.78,7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Universitas,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",Februari,4185765.41,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Universitas,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",Agustus,4991058.68,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
Universitas,H Transportasi dan Pergudangan,Februari,6450806.16,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Universitas,H Transportasi dan Pergudangan,Agustus,7559110.68,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
Universitas,I Penyediaan Akomodasi dan Makan Minum,Februari,4041499.82,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
Universitas,I Penyediaan Akomodasi dan Makan Minum,Agustus,4374443.02,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
Universitas,J Informasi dan Komunikasi,Februari,9090884.45,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
Universitas,J Informasi dan Komunikasi,Agustus,7838785.54,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
Universitas,K Jasa Keuangan dan Asuransi,Februari,7274833.45,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
Universitas,K Jasa Keuangan dan Asuransi,Agustus,6874476.98,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
Universitas,L Real Estate,Februari,6246710.35,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
Universitas,L Real Estate,Agustus,7564964.44,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
Universitas,"M,N Jasa Perusahaan",Februari,7112272.85,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
Universitas,"M,N Jasa Perusahaan",Agustus,7545702.36,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
Universitas,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Februari,4901945.09,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Universitas,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Agustus,5385808.98,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
Universitas,P Jasa Pendidikan,Februari,3314189.66,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
Universitas,P Jasa Pendidikan,Agustus,3346785.62,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Universitas,Q Jasa Kesehatan dan Kegiatan Sosial,Februari,4802503.41,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Universitas,Q Jasa Kesehatan dan Kegiatan Sosial,Agustus,5285343.79,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Universitas,"R,S,T,U Jasa Lainnya",Februari,5285343.79,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
Universitas,"R,S,T,U Jasa Lainnya",Agustus,4397796.18,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Universitas,Total,Februari,4685240.56,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
Universitas,Total,Agustus,4960718.67,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
